"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00026471","PHANTOM RANCH, AZ US","1982-02-10",,,"0.06","0.0","0.0","51","42","46",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-11",,,"0.79","0.0","0.0","55","35","51",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-12",,,"0.00","0.0","0.0","53","36","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-13",,,"0.00","0.0","0.0","53","39","51",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-14",,,"0.01","0.0","0.0","59","43","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-15",,,"0.00","0.0","0.0","60","40","57",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-16",,,"0.00","0.0","0.0","60","44","56",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-17",,,"0.00","0.0","0.0","63","43","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-18",,,"0.11","0.0","0.0","64","46","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-19",,,"0.00","0.0","0.0","68","48","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-20",,,"0.00","0.0","0.0","70","44","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-21",,,"0.00","0.0","0.0","73","45","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-22",,,"0.00","0.0","0.0","72","46","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-23",,,"0.00","0.0","0.0","76","50","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-24",,,"0.00","0.0","0.0","71","50","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-25",,,"0.00","0.0","0.0","65","52","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-26",,,"0.00","0.0","0.0","68","46","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-27",,,"0.00","0.0","0.0","73","51","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-02-28",,,"0.00","0.0","0.0","74","48","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-01",,,"0.00","0.0","0.0","70","50","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-02",,,"0.05","0.0","0.0","70","52","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-03",,,"0.00","0.0","0.0","68","52","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-04",,,"0.00","0.0","0.0","65","47","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-05",,,"0.00","0.0","0.0","65","43","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-06",,,"0.00","0.0","0.0","65","40","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-07",,,"0.00","0.0","0.0","60","40","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-08",,,"0.00","0.0","0.0","75","48","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-09",,,"0.00","0.0","0.0","77","48","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-10",,,"0.00","0.0","0.0","71","51","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-11",,,"0.24","0.0","0.0","65","55","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-12",,,"0.10","0.0","0.0","70","52","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-13",,,"0.00","0.0","0.0","72","53","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-14",,,"0.07","0.0","0.0","67","55","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-15",,,"0.18","0.0","0.0","64","47","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-16",,,"0.09","0.0","0.0","64","48","58",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-17",,,"0.01","0.0","0.0","69","44","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-18",,,"0.18","0.0","0.0","66","43","45",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-19",,,"0.14","0.0","0.0","55","38","51",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-20",,,"0.00","0.0","0.0","62","39","58",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-21",,,"0.00","0.0","0.0","65","41","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-22",,,"0.00","0.0","0.0","69","41","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-23",,,"0.00","0.0","0.0","72","44","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-24",,,"0.00","0.0","0.0","73","49","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-25",,,"0.00","0.0","0.0","71","50","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-26",,,"0.29","0.0","0.0","69","50","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-27",,,"0.00","0.0","0.0","71","49","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-28",,,"0.00","0.0","0.0","74","51","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-29",,,"0.03","0.0","0.0","69","50","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-30",,,"0.00","0.0","0.0","65","49","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-03-31",,,"0.00","0.0","0.0","77","50","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-01",,,"0.00","0.0","0.0","76","53","66",,,,,,"    1"
"USC00026471","PHANTOM RANCH, AZ US","1982-04-02",,,"0.18","0.0","0.0","67","46","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-03",,,"0.00","0.0","0.0","76","51","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-04",,,"0.00","0.0","0.0","78","51","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-05",,,"0.00","0.0","0.0","75","54","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-06",,,"0.00","0.0","0.0","77","59","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-07",,,"0.00","0.0","0.0","71","53","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-08",,,"0.00","0.0","0.0","70","50","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-09",,,"0.00","0.0","0.0","72","54","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-10",,,"0.00","0.0","0.0","78","49","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-11",,,"0.00","0.0","0.0","82","59","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-12",,,"0.02","0.0","0.0","84","64","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-13",,,"0.00","0.0","0.0","87","58","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-14",,,"0.00","0.0","0.0","85","57","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-15",,,"0.00","0.0","0.0","83","58","77",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-16",,,"0.00","0.0","0.0","80","55","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-17",,,"0.00","0.0","0.0","83","56","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-18",,,"0.00","0.0","0.0","85","57","83",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-19",,,"0.00","0.0","0.0","83","56","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-20",,,"0.00","0.0","0.0","74","51","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-21",,,"0.00","0.0","0.0","65","48","56",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-22",,,"0.44","0.0","0.0","57","48","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-23",,,"0.31","0.0","0.0","71","46","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-24",,,"0.00","0.0","0.0","83","51","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-25",,,"0.00","0.0","0.0","85","53","81",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-26",,,"0.00","0.0","0.0","87","57","83",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-27",,,"0.00","0.0","0.0","88","59","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-28",,,"0.00","0.0","0.0","93","59","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-29",,,"0.00","0.0","0.0","92","65","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-04-30",,,"0.00","0.0","0.0","91","64","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-01",,,"0.00","0.0","0.0","84","63","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-02",,,"0.00","0.0","0.0","81","68","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-03",,,"0.04","0.0","0.0","86","58","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-04",,,"0.01","0.0","0.0","80","62","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-05",,,"0.05","0.0","0.0","78","60","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-06",,,"0.00","0.0","0.0","84","60","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-07",,,"0.00","0.0","0.0","82","62","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-08",,,"0.00","0.0","0.0","88","52","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-09",,,"0.00","0.0","0.0","80","60","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-10",,,"0.00","0.0","0.0","75","54","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-11",,,"0.00","0.0","0.0","74","58","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-12",,,"0.00","0.0","0.0","76","56","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-13",,,"0.00","0.0","0.0","82","58","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-14",,,"0.00","0.0","0.0","87","57","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-15",,,"0.00","0.0","0.0","85","63","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-16",,,"0.00","0.0","0.0","89","56","86",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-17",,,"0.00","0.0","0.0","94","61","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-18",,,"0.00","0.0","0.0","91","67","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-19",,,"0.00","0.0","0.0","91","67","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-20",,,"0.00","0.0","0.0","92","67","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-21",,,"0.00","0.0","0.0","95","63","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-22",,,"0.00","0.0","0.0","96","66","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-23",,,"0.00","0.0","0.0","97","65","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-24",,,"0.00","0.0","0.0","97","67","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-25",,,"0.00","0.0","0.0","97","66","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-26",,,"0.00","0.0","0.0","99","71","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-27",,,"0.06","0.0","0.0","91","69","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-28",,,"0.00","0.0","0.0","92","67","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-29",,,"0.00","0.0","0.0","92","67","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-30",,,"0.00","0.0","0.0","92","65","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-05-31",,,"0.00","0.0","0.0","98","66","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-01",,,"0.00","0.0","0.0","97","67","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-02",,,"0.00","0.0","0.0","97","67","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-03",,,"0.00","0.0","0.0","94","65","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-04",,,"0.00","0.0","0.0","95","65","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-05",,,"0.00","0.0","0.0","93","67","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-06",,,"0.00","0.0","0.0","92","63","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-07",,,"0.00","0.0","0.0","95","65","81",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-08",,,"0.00","0.0","0.0","95","67","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-09",,,"0.00","0.0","0.0","97","65","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-10",,,"0.00","0.0","0.0","99","69","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-11",,,"0.00","0.0","0.0","102","67","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-12",,,"0.00","0.0","0.0","101","67","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-13",,,"0.00","0.0","0.0","95","72","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-14",,,"0.00","0.0","0.0","94","69","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-15",,,"0.00","0.0","0.0","98","70","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-16",,,"0.00","0.0","0.0","105","71","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-17",,,"0.00","0.0","0.0","105","74","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-18",,,"0.00","0.0","0.0","99","74","81",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-19",,,"0.00","0.0","0.0","98","74","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-20",,,"0.00","0.0","0.0","99","77","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-21",,,"0.00","0.0","0.0","103","70","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-22",,,"0.00","0.0","0.0","104","70","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-23",,,"0.00","0.0","0.0","103","72","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-24",,,"0.00","0.0","0.0","104","72","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-25",,,"0.00","0.0","0.0","103","77","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-26",,,"0.00","0.0","0.0","104","75","105",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-27",,,"0.00","0.0","0.0","110",,,,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-28",,,"0.00","0.0","0.0","108","78","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-29",,,"0.00","0.0","0.0","103","75","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-06-30",,,"0.00","0.0","0.0","98","83","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-01",,,"0.00","0.0","0.0","97","71","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-02",,,"0.00","0.0","0.0","101","71","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-03",,,"0.00","0.0","0.0","103","73","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-04",,,"0.00","0.0","0.0","99","72","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-05",,,"0.00","0.0","0.0","95","75","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-06",,,"0.00","0.0","0.0","98","73","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-07",,,"0.00","0.0","0.0","96","68","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-08",,,"0.12","0.0","0.0","96","67","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-09",,,"0.00","0.0","0.0","101","70","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-10",,,"0.00","0.0","0.0","108","72","102",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-11",,,"0.00","0.0","0.0","109","74","104",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-12",,,"0.00","0.0","0.0","111","75","107",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-13",,,"0.00","0.0","0.0","110","77","105",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-14",,,"0.00","0.0","0.0","111","77","104",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-15",,,"0.00","0.0","0.0","108","78","102",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-16",,,"0.00","0.0","0.0","104","81","98",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-17",,,"0.01","0.0","0.0","103","80","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-18",,,"0.00","0.0","0.0","103","79","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-19",,,"0.00","0.0","0.0","109","74","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-20",,,"0.00","0.0","0.0","110","77","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-21",,,"0.00","0.0","0.0","110","84","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-22",,,"0.00","0.0","0.0","104","80","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-23",,,"0.00","0.0","0.0","100","76","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-24",,,"0.02","0.0","0.0","99","71","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-25",,,"0.00","0.0","0.0","95","73","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-26",,,"0.51","0.0","0.0","93","69","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-27",,,"0.00","0.0","0.0","88","71","77",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-28",,,"0.00","0.0","0.0","100","72","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-29",,,"0.00","0.0","0.0","100","74","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-30",,,"0.00","0.0","0.0","104","74","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-07-31",,,"0.00","0.0","0.0","108","74","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-01",,,"0.08","0.0","0.0","105","71","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-02",,,"0.01","0.0","0.0","92","71","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-03",,,"0.03","0.0","0.0","101","70","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-04",,,"0.00","0.0","0.0","102","72","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-05",,,"0.00","0.0","0.0","106","71","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-06",,,"0.00","0.0","0.0","104","76","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-07",,,"0.00","0.0","0.0","100","80","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-08",,,"0.00","0.0","0.0","99","76","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-09",,,"0.00","0.0","0.0","108","75","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-10",,,"0.00","0.0","0.0","106","76","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-11",,,"0.01","0.0","0.0","99","74","86",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-12",,,"0.09","0.0","0.0","89","69","83",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-13",,,"0.06","0.0","0.0","95","68","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-14",,,"0.00","0.0","0.0","99","74","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-15",,,"0.00","0.0","0.0","101","75","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-16",,,"0.00","0.0","0.0","101","73","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-17",,,"0.49","0.0","0.0","101","75","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-18",,,"0.00","0.0","0.0","96","69","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-19",,,"0.02","0.0","0.0","90","70","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-20",,,"0.00","0.0","0.0","97","68","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-21",,,"0.00","0.0","0.0","98","74","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-22",,,"0.00","0.0","0.0","98","79","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-23",,,"0.44","0.0","0.0","91","73","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-24",,,"0.01","0.0","0.0","91","74","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-25",,,"0.73","0.0","0.0","88","70","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-26",,,"0.20","0.0","0.0","85","69","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-27",,,"0.00","0.0","0.0","95","70","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-28",,,"0.00","0.0","0.0","97","71","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-29",,,"0.00","0.0","0.0","100","71","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-30",,,"0.00","0.0","0.0","101","72","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-08-31",,,"0.00","0.0","0.0","101","74","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-01",,,"0.00","0.0","0.0","103","72","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-02",,,"0.00","0.0","0.0","103","71","101",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-03",,,"0.00","0.0","0.0","104","73","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-04",,,"0.00","0.0","0.0","97","76","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-05",,,"0.00","0.0","0.0","98","75","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-06",,,"0.00","0.0","0.0","99","78","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-07",,,"0.00","0.0","0.0","94","73","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-08",,,"0.01","0.0","0.0","93","71","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-09",,,"0.00","0.0","0.0","93","74","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-10",,,"0.00","0.0","0.0","92","74","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-11",,,"0.49","0.0","0.0","81","63","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-12",,,"0.00","0.0","0.0","83","64","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-13",,,"0.00","0.0","0.0","84","69","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-14",,,"0.00","0.0","0.0","90","64","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-15",,,"0.00","0.0","0.0","92","66","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-16",,,"0.00","0.0","0.0","89","68","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-17",,,"0.00","0.0","0.0","87","65","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-18",,,"0.05","0.0","0.0","90","65","86",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-19",,,"0.00","0.0","0.0","94","66","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-20",,,"0.00","0.0","0.0","97","66","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-21",,,"0.00","0.0","0.0","97","66","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-22",,,"0.00","0.0","0.0","102","70","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-23",,,"0.00","0.0","0.0","101","71","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-24",,,"0.00","0.0","0.0","98","71","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-25",,,"0.00","0.0","0.0","97","73","87",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-26",,,"0.00","0.0","0.0","96","75","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-27",,,"0.02","0.0","0.0","84","61","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-28",,,"0.00","0.0","0.0","76","56","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-29",,,"0.00","0.0","0.0","84","60","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-09-30",,,"0.03","0.0","0.0","80","60","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-01",,,"0.00","0.0","0.0","77","57","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-02",,,,"0.0","0.0",,,,,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-03",,,"0.00","0.0","0.0","84","56","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-04",,,"0.00","0.0","0.0","89","57","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-05",,,"0.00","0.0","0.0","86","66","77",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-06",,,,"0.0","0.0",,,,,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-07",,,"0.00","0.0","0.0","85","57","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-08",,,"0.00","0.0","0.0","77","53","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-09",,,"0.00","0.0","0.0","70","53","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-10",,,"0.00","0.0","0.0","74","57","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1982-10-11",,,"0.00","0.0","0.0","72","51","69",,,,,,
